微博内容,发布者名称,发布时间及设备,发布者主页
这两天看了下python，随手写了个自用的小工具，方便管理和维护自己的梅林clash分流规则。在配置文件中加入自己的个性化参数、需要引用的规则集以及自定义规则后执行程序，即可直接生成梅林clash的配置文件。仓库在github.com/martincz/MerlinClash-Configuration-Generator​,马丁龙猪,04月02日19:44 来自新版微博weibo.com,https://weibo.com/1803822891?refer_flag=1001030103_
草谁能救救我的python​,___肥草小仙鱼,04月02日19:41 来自iPhone客户端,https://weibo.com/5849197950?refer_flag=1001030103_
笑洗我啦哈哈哈哈哈哈哈哈放完两个MV回来Python老师：怎么有三位同学已经退出课堂啦，是提前放假了吗​,困也要吃菜Kk,04月02日19:38 来自蔡徐坤的IKUN,https://weibo.com/5925174232?refer_flag=1001030103_
窝们Python老师真的蛮有趣的第一节线下课时“我平时不看电视剧综艺，打开电视只为看广告”每节课三个小时中间休息十分钟给我们放MV​,困也要吃菜Kk,04月02日19:33 来自蔡徐坤的IKUN,https://weibo.com/5925174232?refer_flag=1001030103_
#T1对战GEN#我边python边看比赛我要窒息了谁懂啊​,RRimiga,04月02日19:30 来自iPhone客户端,https://weibo.com/5124379495?refer_flag=1001030103_
可以直接杀死我却还让我学三个小时Python​,困也要吃菜Kk,04月02日19:27 来自蔡徐坤的IKUN,https://weibo.com/5925174232?refer_flag=1001030103_
《大揭秘：必须学会的写Python代码利器》：O网页链接​,Python开发者,04月02日19:22 来自微博weibo.com,https://weibo.com/5305630013?refer_flag=1001030103_
"#虎虎生威向前冲，日拱一卒，C认证篇#JavaScript模板字符串就像Python里的f""{}""-----------------e.g.----------------使用模板字符串的方式定义字符串：我们可以使用一对反引号来定义字符串varstr1=`这是一个普通的字符串`varstr2=`这是一个换行的字符串`vara=2varb=3​展开c",钢之乐学,04月02日19:20 来自新版微博weibo.com,https://weibo.com/7506456539?refer_flag=1001030103_
很棒的Python进阶书，谢谢赠书。,幸福的天知道,04月02日19:15 来自微博weibo.com,https://weibo.com/1627037133?refer_flag=1001030103_
写Python直接原地去世//@窝有小妹宝啦:写python时的精神状态//@只爱磕药:他芒的原来这首歌应该这么诠释//@溺亡金色雨:本人学习状态,金雪的野生母亲,04月02日19:12 来自小米11青春版,https://weibo.com/7644016729?refer_flag=1001030103_
写python时的精神状态//@只爱磕药:他芒的原来这首歌应该这么诠释//@溺亡金色雨:本人学习状态,窝有小妹宝啦,04月02日19:10 来自奸宰灿尼iPhone12,https://weibo.com/3316064345?refer_flag=1001030103_
Python课在讲栈不好的记忆来了。。。​,S_hunsukeS_ydna,04月02日19:06 来自HarmonyOS設備,https://weibo.com/6067939801?refer_flag=1001030103_
手头资金很少，清明节就持仓过节了，pta还是反手了，亏了，螺纹继续持仓，鸡蛋就那样，都是一分钟到三分钟的模型，最长不超过五分钟，但是改了以往日内的习惯，现在设计的都是隔夜模型。还是回到了文华八上面，最近攻关的是一个引用macd的多周期模型，写得不错，我老师写的，很复杂，代码比较长，不过​展开c,期货日内程序化量化交易模型研究,04月02日19:05 来自新版微博weibo.com,https://weibo.com/1672244935?refer_flag=1001030103_
print(“一个Python初学者的恶意”)​,DaneSun_,04月02日19:00 来自iPhone客户端,https://weibo.com/5500368406?refer_flag=1001030103_
我好气，我想用python来处理数据了，我stata忘光了完全想不起来该用什么函数​,_ohEchoooo_,04月02日18:57 来自vivoAI智慧拍照X21,https://weibo.com/7438935563?refer_flag=1001030103_
编程技术一直在迭代更新，需要一直不断学习。网课太贵，但是你遇到了我，一切变得美好！随机资料展示：《解/du人工智能与机器学习实战课程》《【MT计划】算法班java方向（同步更新中）》《网易云2021全链路UI设计课程视频从0到1运营设计》《夜幕逆向系列课程（JS逆向课销量榜首）》​展开c,IT编程资料馆_看置顶找我,04月02日18:54 来自微博weibo.com,https://weibo.com/6419522392?refer_flag=1001030103_
代码不会写手机镜头还被我刮出划痕怎么才能学会写程序（python课程一整个中看不中用）​,对面的猫看过来,04月02日18:52 来自iPhone13Pro,https://weibo.com/5945979498?refer_flag=1001030103_
补课就算了，还调了一节Python到晚上2潮州​,kk要考研_Bucky,04月02日18:51 来自RedmiK40,https://weibo.com/7213167432?refer_flag=1001030103_
开补从开学就没听过的python​,情话迷迷迷人,04月02日18:48 来自iPhone客户端,https://weibo.com/6004677397?refer_flag=1001030103_
wasp插件基于python开发，通过设置物件与物件之间的连接规则来生成结果，在规定的规则下可以生成很多套方案，本期视频是关于feild的使用，可以规定生成的一个范围，离曲线越近的越先生成。#grasshopper[话题]##参数化设计[话题]##建筑学[话题]##rhino[话题]#LBrainGA的微博视频​,BrainGA,04月02日18:48 来自iPhone客户端,https://weibo.com/5397751244?refer_flag=1001030103_
本视频为七月在线公开课视频，课件下载添加VX：julyedufu77获取！#人工智能##机器学习##深度学习##算法#大数据#推荐系统##python#L七月在线julyedu的微博视频​,七月在线julyedu,04月02日18:43 来自微博视频号,https://weibo.com/5501415626?refer_flag=1001030103_
#北京实习##实习生招聘##2022年大学生春招季#金融经济证券银河证券自营投资总部-Python编程实习生【岗位详情】1.协助实现公司风险指标动态跟踪。熟练使用python优先；2.协助进行报表编制、数据统计及整理、法律法规整理汇总等工作；3.完成团队人员交办的其他​展开c,UniCareer,04月02日18:40 来自新版微博weibo.com,https://weibo.com/5086868763?refer_flag=1001030103_
今天补课，python老师就说不留作业了，只有一个随堂检测（50分钟）结果有好多人都没交，甚至有人都没进去做，然后老师又留了作业，我真的无语啊​,甜崽小猫咪-,04月02日18:36 来自荣耀505G,https://weibo.com/6042375838?refer_flag=1001030103_
我鲨了Python​,不如守中llll,04月02日18:35 来自微博国际版,https://weibo.com/5718191091?refer_flag=1001030103_
捏吗我是真的生气了！文科生学nmpython!!!!!!!!!python必修课滚出文科生的世界好吗烦的要死我看不懂啊！我不会啊！！！？？？每次写的都是错的错也不知道错在哪里！！？//属于新创计算机语言了老师也不给正确答案我真谢了​,不如守中llll,04月02日18:30 来自新版微博weibo.com,https://weibo.com/5718191091?refer_flag=1001030103_
近代史//@-黑眼圈好重-:不想水逆了//@-黑眼圈好重-:让我回家吧//@-黑眼圈好重-:呜呜四级//@-黑眼圈好重-:呜呜呜//@-黑眼圈好重-:马原！//@towthousand:近代史//@towthousand:高数//@towthousand:python//@towthousand:四级//@towthousand:考试顺利//@,-黑眼圈好重-,04月02日18:28 来自iPhone客户端,https://weibo.com/5571296069?refer_flag=1001030103_
编程技术一直在迭代更新，需要一直不断学习。网课太贵，但是你遇到了我，一切变得美好！随机资料展示：《【NX】教育百万架构师5期解/du?》《【Z哇】2021高级前端web高级全栈6期（前端课程销量榜首）》《【8斗】大数据20期|2021年|冲击百万年薪|解/du无秘》《【TS汀】软件测试-RobotF​展开c,IT编程资料馆_看置顶找我,04月02日18:27 来自微博weibo.com,https://weibo.com/6419522392?refer_flag=1001030103_
再没人找我喝酒我要学Python了​,海棠花哭丧专用,04月02日18:22 来自iPhone客户端,https://weibo.com/5522996002?refer_flag=1001030103_
Python小白问一下大佬们，哪里错了？为什么不变成圆呀​,憨憨的答允,04月02日18:22 来自Python超话,https://weibo.com/6020526463?refer_flag=1001030103_
逐渐变成日更博主pythonsql加油学！​,CJ-薇,04月02日18:21 来自iPhone客户端,https://weibo.com/2814462572?refer_flag=1001030103_
有人拖着行李回家，有人晚上三节Python晚上真的好想打球啊​,kkkkkkygo,04月02日18:21 来自荣耀60Pro5G,https://weibo.com/6612286196?refer_flag=1001030103_
有没有哪个小伙伴懂python啊九敏Python​,sev-17,04月02日18:16 来自OPPOReno6Pro5G,https://weibo.com/5914056270?refer_flag=1001030103_
跟着如皋上元it培训学编程））python语言这么简单？L没有什么名字01的微博视频​,没有什么名字01,04月02日18:02 来自微博视频号,https://weibo.com/3847674612?refer_flag=1001030103_
世界真小系列之在立德自习误入Python课堂的授课老师和之前很喜欢的选手梦幻联动​,XYzzya,04月02日18:02 来自nova5Pro人像超级夜景,https://weibo.com/6584241477?refer_flag=1001030103_
GitHub上开源的Python二维码生成器：Amazing-QR,我是小七君丶,04月02日18:01 来自微博weibo.com,https://weibo.com/1767345150?refer_flag=1001030103_
GitHub上开源的Python二维码生成器：Amazing-QR。可生成普通二维码、带图片的艺术二维码（黑白与彩色）、动态二维码（黑白与彩色）。GitHub：github.com/x-hw/amazing-qr​,GitHubDaily,04月02日18:00 来自新版微博weibo.com,https://weibo.com/5722964389?refer_flag=1001030103_
留学#线上科研##留学背景提升#春季线上科研--Python在神经网络中的应用国内外双教授：卡耐基梅隆大学（Prof.S.T），南开大学（王教授）开课时间：2022/05/15​,行致远名校留学,04月02日18:00 来自新版微博weibo.com,https://weibo.com/6378055752?refer_flag=1001030103_
留学#线上科研##留学背景提升#春季线上科研--Python在神经网络中的应用国内外双教授：卡耐基梅隆大学（Prof.S.T），南开大学（王教授）开课时间：2022/05/15​,沈阳卢雪阳,04月02日18:00 来自新版微博weibo.com,https://weibo.com/6715328809?refer_flag=1001030103_
澳门科技大学应数面经上来没有自我介绍直接让介绍大学然后换中文问高等代数学到了什么程度对称矩阵的特征值有什么特点又问概率论中的常见分布后面换了个老师问c++的指针是什么定义（jesus大一学的大计基能记住真的有鬼了在群里看到有人被问到过以为轮不到我根本没看）会哪些编程语言​展开c,ilikeitlikeitlikeit,04月02日17:58 来自澳门科技大学超话,https://weibo.com/5894847021?refer_flag=1001030103_
Python请问一下怎么把一组字符串的数据都转化为浮点数啊​,汁汁之之堡,04月02日17:57 来自Python超话,https://weibo.com/5789000435?refer_flag=1001030103_
房价预测的BP神经网络实现_python代码O网页链接​,数学中国网,04月02日17:56 来自新版微博weibo.com,https://weibo.com/1933232165?refer_flag=1001030103_
…为什么python不用大括号，写起来读起来不难受吗​,一只可爱的小扣子,04月02日17:53 来自nova7Pro你在焦点在,https://weibo.com/5332470423?refer_flag=1001030103_
超级喜欢Python老师我要为Python一辈子肝脑涂地！！！！！！！！！！！！！​,TD1900JX,04月02日17:51 来自iPhone客户端,https://weibo.com/7544781279?refer_flag=1001030103_
//@班叔:谢谢！这波夸张我收下了！那评论区抽10个人免费学春季训练营课程，明晚抽。（春季训练营包括内容：Office入门及实战+Python+AE）,老麦煮机,04月02日17:50 来自新版微博weibo.com,https://weibo.com/1611435224?refer_flag=1001030103_
求求哪位大神写个可以爬微博评论的脚本叭我在greasyfork上没搜到呜呜呜呜，不会要从头开始学Python叭​,聪颖的姚小颖,04月02日17:46 来自微博国际版,https://weibo.com/6581171372?refer_flag=1001030103_
立flag今年学会Python​,该了了时早了了,04月02日17:45 来自真我GTNeo,https://weibo.com/5975231113?refer_flag=1001030103_
